CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes
CI000537,M0038,2025-05-26,19,CrossFit,50
CI000538,M0038,2025-03-14,19,HIIT,52
CI000539,M0038,2025-05-06,18,Gym Floor,68
CI000540,M0038,2025-06-21,10,Gym Floor,33
CI000541,M0038,2025-06-28,10,Spin,60
CI000542,M0038,2025-08-12,8,Gym Floor,42
CI000543,M0039,2025-07-08,18,CrossFit,51
CI000544,M0039,2025-04-20,19,Cardio,53
CI000545,M0039,2025-07-24,20,Gym Floor,52
CI000546,M0039,2025-08-18,18,Gym Floor,100
CI000547,M0039,2025-07-30,7,Gym Floor,66
CI000548,M0039,2025-06-17,12,Gym Floor,25
CI000549,M0039,2025-07-24,21,Zumba,75
CI000550,M0039,2025-03-25,16,HIIT,66
CI000551,M0039,2025-05-28,18,Gym Floor,47
CI000552,M0039,2025-05-11,19,Strength Training,60
CI000553,M0039,2025-03-23,9,CrossFit,43
CI000554,M0039,2025-03-01,11,Zumba,68
CI000555,M0039,2025-05-29,9,Spin,59
CI000556,M0039,2025-05-22,11,HIIT,37
CI000557,M0039,2025-06-07,16,Zumba,42
CI000558,M0039,2025-06-14,19,Zumba,58
CI000559,M0039,2025-06-21,17,CrossFit,48
CI000560,M0039,2025-07-02,6,Gym Floor,82
CI000561,M0039,2025-03-11,17,Yoga,54
CI000562,M0039,2025-07-06,18,Cardio,58
CI000563,M0039,2025-07-16,17,Gym Floor,29
CI000564,M0039,2025-03-31,16,Gym Floor,67
CI000565,M0039,2025-03-10,19,Pilates,50
CI000566,M0039,2025-04-12,8,CrossFit,51
CI000567,M0039,2025-05-15,19,HIIT,43
CI000568,M0039,2025-06-17,7,CrossFit,61
CI000569,M0039,2025-08-26,11,CrossFit,54
CI000570,M0039,2025-06-15,18,Gym Floor,41
CI000571,M0039,2025-05-11,18,CrossFit,70
CI000572,M0039,2025-04-04,7,Gym Floor,68
CI000573,M0039,2025-08-27,6,Gym Floor,70
CI000574,M0039,2025-06-17,6,Strength Training,59
CI000575,M0039,2025-08-03,20,Gym Floor,69
CI000576,M0039,2025-06-15,9,Gym Floor,44
CI000577,M0039,2025-05-12,17,Gym Floor,86
CI000578,M0039,2025-08-26,18,CrossFit,33
CI000579,M0039,2025-05-17,8,Spin,45
CI000580,M0040,2025-06-30,7,Cardio,74
CI000581,M0040,2025-06-28,12,Spin,46
CI000582,M0040,2025-04-30,9,Yoga,29
CI000583,M0040,2025-05-06,17,Yoga,60
CI000584,M0040,2025-03-27,16,Spin,51
CI000585,M0040,2025-06-11,19,Spin,52
CI000586,M0040,2025-06-11,16,Yoga,64
CI000587,M0040,2025-05-22,8,Zumba,46
CI000588,M0040,2025-03-23,8,Pilates,81
CI000589,M0040,2025-08-16,17,Gym Floor,60
CI000590,M0040,2025-04-16,20,Strength Training,57
CI000591,M0040,2025-07-02,9,Gym Floor,52
CI000592,M0040,2025-06-01,18,Strength Training,54
CI000593,M0040,2025-03-31,10,Pilates,61
CI000594,M0040,2025-07-21,20,Gym Floor,70
CI000595,M0040,2025-06-08,16,Pilates,54
CI000596,M0040,2025-03-26,7,Yoga,42
CI000597,M0040,2025-03-01,19,Gym Floor,31
CI000598,M0040,2025-05-20,6,CrossFit,84
CI000599,M0040,2025-03-21,12,Pilates,48
CI000600,M0040,2025-04-25,18,Strength Training,77
CI000601,M0040,2025-06-22,12,HIIT,57
CI000602,M0040,2025-05-03,6,HIIT,54
CI000603,M0040,2025-05-20,9,Yoga,56
CI000604,M0040,2025-04-10,16,CrossFit,73
CI000605,M0040,2025-08-24,20,Gym Floor,48
CI000606,M0040,2025-05-28,6,Gym Floor,58
CI000607,M0040,2025-07-09,7,Spin,29
CI000608,M0040,2025-04-30,19,Cardio,71
CI000609,M0040,2025-08-25,19,Cardio,35
CI000610,M0040,2025-08-17,16,Zumba,49
CI000611,M0040,2025-07-26,6,Gym Floor,56
CI000612,M0041,2025-05-27,20,Yoga,49
CI000613,M0041,2025-07-04,16,Gym Floor,67
CI000614,M0041,2025-03-12,17,Yoga,39
CI000615,M0041,2025-08-28,7,Gym Floor,55
CI000616,M0041,2025-08-29,18,Spin,34
CI000617,M0042,2025-08-05,7,Gym Floor,74
CI000618,M0042,2025-03-27,9,Cardio,67
CI000619,M0042,2025-05-19,17,Cardio,37
CI000620,M0042,2025-08-01,8,Gym Floor,64
CI000621,M0042,2025-08-03,12,Spin,66
CI000622,M0042,2025-05-24,16,Gym Floor,40
CI000623,M0042,2025-07-22,18,CrossFit,58
CI000624,M0042,2025-04-26,8,Pilates,39
CI000625,M0042,2025-07-19,17,Spin,82
CI000626,M0042,2025-04-30,17,Gym Floor,55
CI000627,M0043,2025-03-31,7,Gym Floor,44
CI000628,M0043,2025-07-06,7,Pilates,24
CI000629,M0043,2025-04-16,17,Gym Floor,50
CI000630,M0043,2025-07-12,18,Yoga,58
CI000631,M0043,2025-06-03,7,Pilates,32
CI000632,M0043,2025-08-11,16,Yoga,44
CI000633,M0043,2025-07-23,7,Spin,67
CI000634,M0043,2025-03-21,18,Gym Floor,45
CI000635,M0043,2025-05-06,8,HIIT,36
CI000636,M0043,2025-05-07,11,Strength Training,92
CI000637,M0043,2025-08-28,10,Strength Training,37
CI000638,M0043,2025-05-03,8,Cardio,67
CI000639,M0043,2025-03-01,19,Spin,56
CI000640,M0043,2025-03-14,18,Gym Floor,57
CI000641,M0043,2025-08-23,18,Gym Floor,69
CI000642,M0044,2025-03-26,12,CrossFit,32
CI000643,M0044,2025-03-11,19,Gym Floor,28
CI000644,M0044,2025-04-30,9,Gym Floor,85
CI000645,M0044,2025-03-22,10,Gym Floor,29
CI000646,M0044,2025-05-16,19,Gym Floor,28
CI000647,M0044,2025-04-20,17,Spin,32
CI000648,M0044,2025-03-31,16,Spin,35
CI000649,M0044,2025-04-21,18,Zumba,55
CI000650,M0044,2025-05-26,18,HIIT,54
CI000651,M0044,2025-05-08,20,Gym Floor,38
CI000652,M0044,2025-07-24,8,Gym Floor,64
CI000653,M0044,2025-06-05,19,CrossFit,58
CI000654,M0044,2025-08-08,9,Gym Floor,20
CI000655,M0044,2025-06-30,20,Pilates,57
CI000656,M0044,2025-03-20,8,CrossFit,72
CI000657,M0045,2025-05-21,19,Cardio,69
CI000658,M0045,2025-06-23,18,Gym Floor,67
CI000659,M0045,2025-03-16,18,Strength Training,37
CI000660,M0045,2025-07-19,12,Spin,72
CI000661,M0045,2025-07-25,19,Yoga,63
CI000662,M0045,2025-08-14,8,Gym Floor,70
CI000663,M0045,2025-03-09,9,Gym Floor,47
CI000664,M0045,2025-05-09,12,Cardio,80
CI000665,M0045,2025-06-02,17,HIIT,86
CI000666,M0045,2025-03-08,16,Yoga,37
CI000667,M0045,2025-08-02,16,HIIT,28
CI000668,M0045,2025-03-31,16,Gym Floor,77
CI000669,M0045,2025-05-27,19,Cardio,53
CI000670,M0045,2025-08-31,7,Gym Floor,48
CI000671,M0045,2025-05-03,7,Gym Floor,63
CI000672,M0045,2025-08-27,18,Pilates,59
CI000673,M0045,2025-03-09,18,Gym Floor,20
CI000674,M0045,2025-07-24,19,Gym Floor,51
CI000675,M0045,2025-03-06,20,CrossFit,71
CI000676,M0045,2025-05-21,18,Zumba,32
CI000677,M0045,2025-07-24,19,Gym Floor,62
CI000678,M0045,2025-08-16,8,Zumba,60
CI000679,M0045,2025-06-20,19,Strength Training,57
CI000680,M0045,2025-05-15,18,Gym Floor,48
CI000681,M0045,2025-05-28,8,Gym Floor,59
CI000682,M0045,2025-04-02,16,Gym Floor,46
CI000683,M0045,2025-07-15,12,Gym Floor,53
CI000684,M0047,2025-04-15,21,Gym Floor,84
CI000685,M0047,2025-03-23,20,Spin,20
CI000686,M0047,2025-06-06,10,Pilates,44
CI000687,M0047,2025-06-26,8,HIIT,58
CI000688,M0047,2025-07-14,18,Gym Floor,72
CI000689,M0047,2025-03-04,7,Gym Floor,58
CI000690,M0047,2025-05-08,9,Pilates,51
CI000691,M0047,2025-05-28,6,Gym Floor,49
CI000692,M0047,2025-05-16,18,Gym Floor,76
CI000693,M0047,2025-06-18,21,Gym Floor,68
CI000694,M0047,2025-06-05,20,Zumba,55
CI000695,M0047,2025-07-09,7,Gym Floor,84
CI000696,M0047,2025-03-30,18,Gym Floor,61
CI000697,M0047,2025-04-29,9,Gym Floor,65
CI000698,M0047,2025-07-21,7,Spin,27
CI000699,M0047,2025-05-29,19,Spin,30
CI000700,M0047,2025-05-22,17,Gym Floor,79
CI000701,M0047,2025-06-03,19,Pilates,24
CI000702,M0047,2025-05-13,6,Gym Floor,46
CI000703,M0047,2025-03-27,18,Spin,55
CI000704,M0047,2025-03-19,7,CrossFit,60
CI000705,M0047,2025-04-09,6,Yoga,56
CI000706,M0047,2025-03-08,7,Gym Floor,68
CI000707,M0047,2025-07-15,19,Pilates,67
CI000708,M0047,2025-07-25,18,CrossFit,104
CI000709,M0047,2025-04-13,7,Gym Floor,48
CI000710,M0047,2025-08-16,12,Spin,21
CI000711,M0047,2025-05-05,20,Cardio,41
CI000712,M0048,2025-04-07,8,Gym Floor,61
CI000713,M0048,2025-05-28,19,Gym Floor,63
CI000714,M0048,2025-03-13,11,Gym Floor,32
CI000715,M0048,2025-04-26,21,Pilates,40
CI000716,M0048,2025-04-16,10,Pilates,50
CI000717,M0048,2025-05-04,9,Gym Floor,68
CI000718,M0048,2025-06-09,19,Gym Floor,40
CI000719,M0048,2025-07-19,20,Gym Floor,71
CI000720,M0048,2025-08-22,20,Strength Training,30
CI000721,M0048,2025-04-15,20,Yoga,28
CI000722,M0048,2025-04-02,12,Gym Floor,42
CI000723,M0048,2025-04-21,8,Pilates,46
CI000724,M0048,2025-07-22,19,HIIT,43
CI000725,M0048,2025-05-16,9,Zumba,68
CI000726,M0048,2025-04-13,19,Zumba,63
CI000727,M0048,2025-06-23,7,CrossFit,75
CI000728,M0048,2025-07-08,20,Gym Floor,22
CI000729,M0048,2025-06-15,17,Gym Floor,87
CI000730,M0048,2025-04-23,12,Gym Floor,61
CI000731,M0048,2025-04-04,8,Cardio,30
CI000732,M0048,2025-08-13,16,Gym Floor,47
CI000733,M0048,2025-07-09,17,Gym Floor,72
CI000734,M0048,2025-05-01,8,Gym Floor,49
CI000735,M0048,2025-04-12,16,Gym Floor,75
CI000736,M0048,2025-07-22,6,Gym Floor,61
CI000737,M0048,2025-08-16,9,Gym Floor,42
CI000738,M0048,2025-08-12,12,Spin,72
CI000739,M0048,2025-06-13,19,Zumba,28
CI000740,M0048,2025-04-01,8,Cardio,73
CI000741,M0048,2025-07-05,9,Gym Floor,68
CI000742,M0048,2025-04-09,19,Pilates,69
CI000743,M0048,2025-06-22,12,Yoga,93
CI000744,M0048,2025-05-31,17,Strength Training,21
CI000745,M0048,2025-07-22,11,Gym Floor,103
CI000746,M0048,2025-08-02,19,Pilates,42
CI000747,M0048,2025-04-04,19,Gym Floor,24
CI000748,M0048,2025-04-21,11,Strength Training,53
CI000749,M0048,2025-04-24,18,Yoga,46
CI000750,M0048,2025-04-16,19,Gym Floor,78
CI000751,M0049,2025-03-15,6,CrossFit,49
CI000752,M0049,2025-08-20,7,Yoga,82
CI000753,M0049,2025-05-10,18,Cardio,34
CI000754,M0049,2025-05-06,19,Gym Floor,34
CI000755,M0049,2025-06-19,7,Cardio,64
CI000756,M0049,2025-06-28,6,Strength Training,80
CI000757,M0049,2025-07-05,10,Gym Floor,90
CI000758,M0049,2025-08-16,7,Cardio,70
CI000759,M0049,2025-08-20,17,Gym Floor,52
CI000760,M0049,2025-08-11,7,Zumba,60
CI000761,M0049,2025-04-07,19,HIIT,69
CI000762,M0049,2025-03-24,7,Spin,41
CI000763,M0049,2025-04-13,6,Pilates,66
CI000764,M0049,2025-04-06,21,Gym Floor,57
CI000765,M0049,2025-08-05,6,Zumba,69
CI000766,M0049,2025-08-29,8,Strength Training,71
CI000767,M0049,2025-08-02,8,HIIT,71
CI000768,M0049,2025-04-30,18,Gym Floor,46
CI000769,M0049,2025-04-10,18,Gym Floor,75
CI000770,M0049,2025-07-09,8,Yoga,92
CI000771,M0049,2025-07-31,18,Gym Floor,20
CI000772,M0049,2025-04-17,19,Zumba,72
CI000773,M0050,2025-07-08,19,Spin,64
CI000774,M0050,2025-07-06,18,Zumba,20
CI000775,M0050,2025-07-16,18,Zumba,62
CI000776,M0050,2025-03-29,12,Gym Floor,63
CI000777,M0050,2025-08-09,19,CrossFit,26
CI000778,M0050,2025-03-21,7,Zumba,80
CI000779,M0050,2025-03-10,16,Yoga,47
CI000780,M0050,2025-05-01,19,Yoga,87
CI000781,M0050,2025-05-15,7,Yoga,64
CI000782,M0050,2025-05-02,19,Pilates,59
CI000783,M0050,2025-07-14,8,Cardio,20
CI000784,M0050,2025-03-21,20,Strength Training,31
CI000785,M0050,2025-03-07,10,HIIT,45
CI000786,M0050,2025-08-08,18,Gym Floor,48
CI000787,M0050,2025-05-26,9,Gym Floor,59
CI000788,M0050,2025-04-11,16,Yoga,86
CI000789,M0050,2025-03-09,18,Gym Floor,81
CI000790,M0050,2025-06-27,18,Cardio,20
CI000791,M0050,2025-07-28,10,Spin,55
CI000792,M0050,2025-03-03,7,Pilates,62
CI000793,M0050,2025-05-04,8,Gym Floor,44
CI000794,M0050,2025-05-07,19,Gym Floor,79
CI000795,M0050,2025-04-26,16,Gym Floor,54
CI000796,M0050,2025-03-16,18,Pilates,83
CI000797,M0050,2025-03-22,10,Gym Floor,71
CI000798,M0050,2025-04-23,16,Spin,45
CI000799,M0050,2025-05-24,7,Gym Floor,48
CI000800,M0050,2025-07-15,17,Gym Floor,64
CI000801,M0050,2025-08-27,18,Cardio,82
CI000802,M0050,2025-08-02,9,HIIT,71
CI000803,M0050,2025-04-30,17,Yoga,43
CI000804,M0050,2025-07-01,20,Yoga,61
CI000805,M0050,2025-04-20,18,Strength Training,65
CI000806,M0050,2025-08-11,7,Gym Floor,39
CI000807,M0050,2025-04-28,20,Zumba,59
CI000808,M0050,2025-06-11,6,Gym Floor,57
CI000809,M0050,2025-05-01,12,Cardio,34
CI000810,M0050,2025-07-25,9,Gym Floor,65
CI000811,M0051,2025-07-07,8,Gym Floor,41
CI000812,M0051,2025-05-10,8,Cardio,46
CI000813,M0051,2025-03-10,6,HIIT,35
CI000814,M0051,2025-06-26,9,Gym Floor,43
CI000815,M0051,2025-08-04,18,Gym Floor,80
CI000816,M0051,2025-03-01,6,HIIT,46
CI000817,M0051,2025-07-06,7,Gym Floor,55
CI000818,M0051,2025-07-23,10,Strength Training,49
CI000819,M0051,2025-06-30,21,Gym Floor,46
CI000820,M0051,2025-03-15,10,Gym Floor,42
CI000821,M0052,2025-04-28,7,Gym Floor,29
CI000822,M0052,2025-07-27,16,CrossFit,57
CI000823,M0052,2025-06-04,17,Gym Floor,64
CI000824,M0052,2025-03-18,6,CrossFit,77
CI000825,M0052,2025-03-24,18,Zumba,35
CI000826,M0052,2025-07-09,19,Gym Floor,66
CI000827,M0052,2025-07-02,19,Gym Floor,43
CI000828,M0052,2025-08-01,7,Zumba,41
CI000829,M0052,2025-04-26,9,Pilates,65
CI000830,M0053,2025-08-06,19,Zumba,42
CI000831,M0053,2025-07-26,16,Gym Floor,34
CI000832,M0053,2025-06-01,16,Gym Floor,54
CI000833,M0053,2025-08-31,12,Yoga,45
CI000834,M0053,2025-07-13,19,HIIT,43
CI000835,M0053,2025-07-17,7,Gym Floor,67
CI000836,M0053,2025-05-24,20,Gym Floor,60
CI000837,M0054,2025-05-27,8,Gym Floor,61
CI000838,M0054,2025-08-15,18,Spin,74
CI000839,M0054,2025-06-11,16,Pilates,45
CI000840,M0054,2025-03-19,18,Gym Floor,46
CI000841,M0054,2025-05-26,16,Spin,51
CI000842,M0054,2025-05-28,18,Gym Floor,66
CI000843,M0054,2025-05-30,7,CrossFit,49
CI000844,M0054,2025-06-02,8,Gym Floor,29
CI000845,M0054,2025-07-30,19,Gym Floor,84
CI000846,M0054,2025-05-08,19,HIIT,50
CI000847,M0054,2025-03-04,20,HIIT,78
CI000848,M0054,2025-04-17,17,Zumba,89
CI000849,M0054,2025-06-25,19,Pilates,54
CI000850,M0054,2025-06-16,12,Gym Floor,45
CI000851,M0054,2025-06-24,19,Cardio,46
CI000852,M0054,2025-04-10,16,Yoga,73
CI000853,M0054,2025-03-24,7,Pilates,81
CI000854,M0054,2025-05-31,12,Gym Floor,71
CI000855,M0054,2025-07-20,12,Spin,20
CI000856,M0054,2025-06-07,16,Strength Training,32
CI000857,M0054,2025-03-27,16,Strength Training,31
CI000858,M0054,2025-06-23,6,Gym Floor,56
CI000859,M0054,2025-08-06,16,Gym Floor,72
CI000860,M0054,2025-08-26,20,Gym Floor,24
CI000861,M0054,2025-03-24,20,Gym Floor,67
CI000862,M0054,2025-06-10,10,CrossFit,72
CI000863,M0054,2025-05-08,16,Gym Floor,74
CI000864,M0054,2025-08-04,8,Spin,97
CI000865,M0054,2025-03-18,16,Yoga,68
CI000866,M0054,2025-05-29,6,Gym Floor,68
CI000867,M0054,2025-06-15,18,Spin,95
CI000868,M0054,2025-03-26,6,Cardio,46
CI000869,M0054,2025-08-15,7,Gym Floor,41
CI000870,M0054,2025-08-29,17,CrossFit,47
CI000871,M0054,2025-04-01,20,Strength Training,77
CI000872,M0054,2025-05-01,18,Cardio,38
CI000873,M0054,2025-03-25,8,Gym Floor,35
CI000874,M0054,2025-05-21,18,Zumba,40
CI000875,M0054,2025-04-24,19,Gym Floor,40
CI000876,M0055,2025-06-05,8,Gym Floor,66
CI000877,M0055,2025-08-20,19,Zumba,62
CI000878,M0055,2025-04-22,12,CrossFit,57
CI000879,M0055,2025-06-23,6,HIIT,59
CI000880,M0055,2025-03-22,17,Gym Floor,63
CI000881,M0055,2025-04-16,11,Cardio,71
CI000882,M0055,2025-05-10,18,HIIT,68
CI000883,M0055,2025-05-15,7,Gym Floor,47
CI000884,M0055,2025-08-09,21,Gym Floor,67
CI000885,M0055,2025-07-13,6,Gym Floor,93
CI000886,M0055,2025-07-01,18,Spin,74
CI000887,M0055,2025-04-29,19,Spin,52
CI000888,M0055,2025-05-10,18,CrossFit,73
CI000889,M0055,2025-07-03,20,Gym Floor,76
CI000890,M0055,2025-08-26,16,Gym Floor,52
CI000891,M0055,2025-04-06,12,CrossFit,60
CI000892,M0055,2025-03-21,18,Gym Floor,89
CI000893,M0055,2025-07-21,6,Gym Floor,58
CI000894,M0055,2025-08-22,7,Spin,81
CI000895,M0055,2025-05-23,18,Gym Floor,50
CI000896,M0055,2025-05-27,17,Pilates,58
CI000897,M0055,2025-04-21,19,Gym Floor,52
CI000898,M0055,2025-04-18,11,Cardio,61
CI000899,M0055,2025-03-15,10,Zumba,48
CI000900,M0055,2025-05-02,20,Gym Floor,61
CI000901,M0055,2025-04-21,16,HIIT,20
CI000902,M0055,2025-05-19,12,Zumba,52
CI000903,M0055,2025-03-02,9,Gym Floor,39
CI000904,M0056,2025-07-15,6,Strength Training,33
CI000905,M0056,2025-07-09,19,Yoga,48
CI000906,M0056,2025-04-03,18,Zumba,60
CI000907,M0056,2025-03-03,19,Cardio,85
CI000908,M0056,2025-04-14,17,Yoga,74
CI000909,M0056,2025-07-23,16,Gym Floor,84
CI000910,M0056,2025-03-23,19,Gym Floor,43
CI000911,M0056,2025-05-03,17,CrossFit,70
CI000912,M0056,2025-04-16,9,HIIT,60
CI000913,M0056,2025-04-27,19,Pilates,76
CI000914,M0056,2025-04-21,19,Gym Floor,55
CI000915,M0056,2025-05-28,19,Strength Training,26
CI000916,M0056,2025-08-08,17,Gym Floor,51
CI000917,M0056,2025-04-04,19,Gym Floor,95
CI000918,M0056,2025-06-19,10,CrossFit,38
CI000919,M0056,2025-06-09,17,Gym Floor,20
CI000920,M0057,2025-03-01,18,Strength Training,54
CI000921,M0057,2025-04-13,11,Pilates,52
CI000922,M0057,2025-07-10,16,CrossFit,37
CI000923,M0057,2025-03-10,19,Pilates,53
CI000924,M0057,2025-03-28,8,Zumba,55
CI000925,M0057,2025-05-05,6,Zumba,62
CI000926,M0058,2025-07-25,7,Spin,41
CI000927,M0058,2025-04-12,7,Gym Floor,71
CI000928,M0058,2025-03-04,17,Zumba,23
CI000929,M0058,2025-04-03,16,Yoga,98
CI000930,M0058,2025-05-06,6,Gym Floor,62
CI000931,M0058,2025-05-15,17,Gym Floor,45
CI000932,M0058,2025-06-16,16,Gym Floor,72
CI000933,M0058,2025-05-18,18,Spin,43
CI000934,M0058,2025-04-17,12,Gym Floor,71
CI000935,M0058,2025-04-02,6,CrossFit,20
CI000936,M0058,2025-07-27,18,Gym Floor,54
CI000937,M0058,2025-03-30,19,Gym Floor,30
CI000938,M0058,2025-07-30,17,Strength Training,46
CI000939,M0058,2025-05-13,8,CrossFit,52
CI000940,M0058,2025-07-08,6,Spin,22
CI000941,M0058,2025-06-19,17,Pilates,68
CI000942,M0058,2025-05-03,17,Gym Floor,39
CI000943,M0058,2025-05-08,7,HIIT,41
CI000944,M0058,2025-05-17,19,Strength Training,66
CI000945,M0058,2025-08-11,11,Gym Floor,83
CI000946,M0058,2025-03-21,19,Cardio,45
CI000947,M0058,2025-08-01,17,Spin,50
CI000948,M0058,2025-07-23,19,Gym Floor,37
CI000949,M0058,2025-04-28,17,Zumba,37
CI000950,M0058,2025-03-05,8,Gym Floor,77
CI000951,M0058,2025-08-19,10,Gym Floor,38
CI000952,M0058,2025-03-29,17,Spin,46
CI000953,M0058,2025-06-14,18,CrossFit,59
CI000954,M0058,2025-08-07,7,Gym Floor,53
CI000955,M0058,2025-08-27,9,Cardio,35
CI000956,M0058,2025-06-01,18,Pilates,55
CI000957,M0058,2025-06-16,7,Gym Floor,40
CI000958,M0058,2025-03-14,18,Cardio,72
CI000959,M0058,2025-04-14,17,Pilates,78
CI000960,M0058,2025-04-13,7,Gym Floor,31
CI000961,M0058,2025-03-07,17,Spin,28
CI000962,M0058,2025-06-12,18,CrossFit,71
CI000963,M0058,2025-04-01,9,Yoga,43
CI000964,M0058,2025-08-31,18,Zumba,57
CI000965,M0059,2025-06-25,18,Gym Floor,30
CI000966,M0059,2025-06-08,8,Gym Floor,37
CI000967,M0059,2025-07-06,7,HIIT,41
CI000968,M0059,2025-07-27,6,Spin,89
CI000969,M0059,2025-08-30,7,Gym Floor,57
CI000970,M0059,2025-08-12,6,Gym Floor,54
CI000971,M0059,2025-06-02,16,Gym Floor,60
CI000972,M0059,2025-04-15,18,Gym Floor,73
CI000973,M0059,2025-05-11,17,Gym Floor,66
CI000974,M0059,2025-05-16,8,Zumba,50
CI000975,M0059,2025-05-14,17,Zumba,34
CI000976,M0059,2025-07-19,19,Gym Floor,28
CI000977,M0059,2025-05-28,6,CrossFit,53
CI000978,M0059,2025-03-04,7,HIIT,42
CI000979,M0059,2025-06-03,19,Cardio,47
CI000980,M0059,2025-05-17,20,Cardio,39
CI000981,M0059,2025-07-08,19,Gym Floor,65
CI000982,M0059,2025-07-01,19,Gym Floor,80
CI000983,M0059,2025-07-18,17,Gym Floor,70
CI000984,M0059,2025-03-14,19,Pilates,68
CI000985,M0059,2025-06-03,7,Gym Floor,81
CI000986,M0059,2025-08-19,16,Spin,66
CI000987,M0059,2025-03-25,19,Yoga,47
CI000988,M0059,2025-07-18,12,Gym Floor,72
CI000989,M0060,2025-05-02,8,Cardio,26
CI000990,M0060,2025-04-26,19,Gym Floor,38
CI000991,M0060,2025-04-09,8,Spin,25
CI000992,M0060,2025-06-01,7,Gym Floor,65
CI000993,M0060,2025-08-13,10,HIIT,29
CI000994,M0061,2025-05-26,18,Strength Training,60
CI000995,M0061,2025-06-15,6,Gym Floor,72
CI000996,M0061,2025-08-13,12,Cardio,86
CI000997,M0061,2025-03-15,9,Cardio,64
CI000998,M0061,2025-05-16,17,Strength Training,39
CI000999,M0061,2025-06-28,17,Gym Floor,65
CI001000,M0061,2025-04-19,16,Spin,52
CI001001,M0061,2025-08-26,18,Gym Floor,40
CI001002,M0061,2025-08-28,7,Gym Floor,59
CI001003,M0061,2025-07-19,17,HIIT,86
CI001004,M0061,2025-06-29,19,Gym Floor,58
CI001005,M0061,2025-03-20,7,Yoga,39
CI001006,M0061,2025-04-26,17,Gym Floor,29
CI001007,M0061,2025-08-02,18,Gym Floor,26
CI001008,M0062,2025-04-20,18,Cardio,68
CI001009,M0062,2025-05-23,7,Gym Floor,80
CI001010,M0062,2025-05-01,21,HIIT,55
CI001011,M0062,2025-08-27,18,Yoga,55
CI001012,M0062,2025-04-19,7,Gym Floor,47
CI001013,M0062,2025-07-19,17,Gym Floor,51
CI001014,M0062,2025-03-18,8,Strength Training,35
CI001015,M0062,2025-04-23,11,Gym Floor,55
CI001016,M0062,2025-07-16,9,Pilates,66
CI001017,M0062,2025-08-15,17,Gym Floor,47
CI001018,M0062,2025-05-01,9,Gym Floor,64
CI001019,M0062,2025-07-21,19,Gym Floor,56
CI001020,M0062,2025-05-09,8,Zumba,20
CI001021,M0062,2025-03-09,19,Spin,65
CI001022,M0062,2025-05-03,19,Gym Floor,20
CI001023,M0062,2025-03-12,18,Gym Floor,44
CI001024,M0062,2025-06-04,18,Gym Floor,35
CI001025,M0062,2025-04-16,9,Spin,61
CI001026,M0062,2025-03-21,10,Spin,62
CI001027,M0062,2025-04-23,17,Gym Floor,52
CI001028,M0062,2025-04-26,7,Gym Floor,36
CI001029,M0063,2025-08-09,17,Gym Floor,76
CI001030,M0063,2025-05-09,10,Gym Floor,37
CI001031,M0063,2025-06-17,19,Spin,71
CI001032,M0063,2025-03-12,17,Yoga,36
CI001033,M0063,2025-08-02,16,Gym Floor,92
CI001034,M0063,2025-08-20,20,Gym Floor,47
CI001035,M0063,2025-03-11,11,Gym Floor,57
CI001036,M0063,2025-03-17,16,Gym Floor,56
CI001037,M0063,2025-08-21,8,Gym Floor,90
CI001038,M0063,2025-04-17,16,Gym Floor,66
CI001039,M0063,2025-04-29,16,Gym Floor,34
CI001040,M0063,2025-06-13,6,Gym Floor,88
CI001041,M0063,2025-06-21,8,Gym Floor,63
CI001042,M0063,2025-05-14,17,Yoga,74
CI001043,M0063,2025-04-18,8,Gym Floor,34
CI001044,M0064,2025-06-01,9,CrossFit,43
CI001045,M0064,2025-05-04,7,Pilates,51
CI001046,M0064,2025-03-03,17,Gym Floor,48
CI001047,M0064,2025-08-23,17,Yoga,46
CI001048,M0064,2025-08-01,18,Gym Floor,47
CI001049,M0064,2025-05-01,21,Yoga,67
CI001050,M0064,2025-06-03,19,CrossFit,87
CI001051,M0064,2025-06-20,16,Pilates,90
CI001052,M0064,2025-03-19,10,HIIT,55
CI001053,M0064,2025-08-08,6,CrossFit,25
CI001054,M0064,2025-04-04,19,Gym Floor,70
CI001055,M0064,2025-06-17,17,Cardio,24
CI001056,M0064,2025-08-29,12,Strength Training,59
CI001057,M0064,2025-05-09,12,Yoga,36
CI001058,M0064,2025-08-03,8,CrossFit,53
CI001059,M0064,2025-06-15,7,Gym Floor,39
CI001060,M0064,2025-06-22,18,Gym Floor,48
CI001061,M0064,2025-08-03,16,Gym Floor,20
CI001062,M0064,2025-03-21,16,Gym Floor,43
CI001063,M0064,2025-04-29,17,Cardio,66
CI001064,M0064,2025-05-29,8,Yoga,44
CI001065,M0064,2025-06-12,7,Zumba,21
CI001066,M0064,2025-06-28,19,Strength Training,41
CI001067,M0064,2025-08-23,9,Pilates,67
CI001068,M0064,2025-07-13,18,Spin,35
CI001069,M0064,2025-04-25,10,CrossFit,55
CI001070,M0064,2025-06-09,18,HIIT,72
CI001071,M0064,2025-04-05,17,Gym Floor,95
CI001072,M0064,2025-06-22,16,HIIT,44
CI001073,M0064,2025-08-08,17,Gym Floor,50
CI001074,M0064,2025-08-06,8,CrossFit,46
CI001075,M0064,2025-06-09,7,Gym Floor,73
