CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes,DayOfWeek,Month,TimeSlot
CI000342,M0024,2025-05-14,6,Gym Floor,87,Wednesday,2025-05,Early Morning
CI000343,M0024,2025-08-18,21,Gym Floor,69,Monday,2025-08,Night
CI000344,M0024,2025-04-19,18,Gym Floor,54,Saturday,2025-04,Evening
CI000345,M0024,2025-05-17,12,Strength Training,57,Saturday,2025-05,Morning
CI000346,M0024,2025-05-20,19,Pilates,45,Tuesday,2025-05,Evening
CI000347,M0024,2025-05-06,19,Gym Floor,76,Tuesday,2025-05,Evening
CI000348,M0024,2025-08-04,8,Cardio,38,Monday,2025-08,Early Morning
CI000349,M0024,2025-07-20,6,Gym Floor,42,Sunday,2025-07,Early Morning
CI000350,M0024,2025-03-06,8,CrossFit,72,Thursday,2025-03,Early Morning
CI000351,M0024,2025-03-24,8,Gym Floor,55,Monday,2025-03,Early Morning
CI000352,M0024,2025-08-10,18,Gym Floor,72,Sunday,2025-08,Evening
CI000353,M0024,2025-07-01,10,CrossFit,67,Tuesday,2025-07,Morning
CI000354,M0024,2025-04-22,11,Spin,60,Tuesday,2025-04,Morning
CI000355,M0025,2025-04-18,8,Zumba,36,Friday,2025-04,Early Morning
CI000356,M0025,2025-03-07,18,Pilates,48,Friday,2025-03,Evening
CI000357,M0025,2025-06-11,7,Gym Floor,45,Wednesday,2025-06,Early Morning
CI000358,M0025,2025-03-07,16,Cardio,78,Friday,2025-03,Afternoon
CI000359,M0025,2025-06-19,10,Gym Floor,79,Thursday,2025-06,Morning
CI000360,M0026,2025-03-07,18,HIIT,78,Friday,2025-03,Evening
CI000361,M0026,2025-06-14,18,Strength Training,34,Saturday,2025-06,Evening
CI000362,M0027,2025-03-25,18,Strength Training,61,Tuesday,2025-03,Evening
CI000363,M0027,2025-04-08,7,CrossFit,50,Tuesday,2025-04,Early Morning
CI000364,M0027,2025-07-25,17,Gym Floor,38,Friday,2025-07,Evening
CI000365,M0027,2025-08-08,19,Pilates,55,Friday,2025-08,Evening
CI000366,M0027,2025-04-23,19,Cardio,77,Wednesday,2025-04,Evening
CI000367,M0027,2025-07-01,10,Gym Floor,56,Tuesday,2025-07,Morning
CI000368,M0027,2025-08-30,18,Gym Floor,41,Saturday,2025-08,Evening
CI000369,M0027,2025-06-05,19,CrossFit,55,Thursday,2025-06,Evening
CI000370,M0027,2025-03-01,18,CrossFit,80,Saturday,2025-03,Evening
CI000371,M0028,2025-03-17,12,Gym Floor,34,Monday,2025-03,Morning
CI000372,M0028,2025-08-10,20,Gym Floor,52,Sunday,2025-08,Night
CI000373,M0028,2025-04-23,19,Gym Floor,43,Wednesday,2025-04,Evening
CI000374,M0028,2025-07-30,10,CrossFit,50,Wednesday,2025-07,Morning
CI000375,M0028,2025-03-08,6,Gym Floor,59,Saturday,2025-03,Early Morning
CI000376,M0028,2025-08-12,10,CrossFit,33,Tuesday,2025-08,Morning
CI000377,M0028,2025-05-18,19,Zumba,86,Sunday,2025-05,Evening
CI000378,M0029,2025-04-02,20,Gym Floor,52,Wednesday,2025-04,Night
CI000379,M0029,2025-07-27,9,Pilates,58,Sunday,2025-07,Early Morning
CI000380,M0029,2025-05-04,6,CrossFit,98,Sunday,2025-05,Early Morning
CI000381,M0029,2025-03-10,18,Strength Training,43,Monday,2025-03,Evening
CI000382,M0029,2025-08-24,21,Cardio,54,Sunday,2025-08,Night
CI000383,M0029,2025-04-08,12,CrossFit,47,Tuesday,2025-04,Morning
CI000384,M0029,2025-07-10,19,Gym Floor,46,Thursday,2025-07,Evening
CI000385,M0029,2025-04-04,17,Gym Floor,49,Friday,2025-04,Evening
CI000386,M0029,2025-05-19,19,CrossFit,77,Monday,2025-05,Evening
CI000387,M0029,2025-04-27,18,Cardio,49,Sunday,2025-04,Evening
CI000388,M0029,2025-05-29,17,Spin,81,Thursday,2025-05,Evening
CI000389,M0029,2025-05-16,18,CrossFit,56,Friday,2025-05,Evening
CI000390,M0029,2025-08-06,12,Gym Floor,71,Wednesday,2025-08,Morning
CI000391,M0030,2025-04-02,19,Gym Floor,64,Wednesday,2025-04,Evening
CI000392,M0030,2025-06-20,18,Zumba,51,Friday,2025-06,Evening
CI000393,M0030,2025-05-24,17,Gym Floor,64,Saturday,2025-05,Evening
CI000394,M0030,2025-06-23,8,Pilates,38,Monday,2025-06,Early Morning
CI000395,M0030,2025-05-06,21,Zumba,39,Tuesday,2025-05,Night
CI000396,M0030,2025-04-21,18,Gym Floor,57,Monday,2025-04,Evening
CI000397,M0030,2025-04-11,12,Gym Floor,51,Friday,2025-04,Morning
CI000398,M0030,2025-06-14,12,Pilates,75,Saturday,2025-06,Morning
CI000399,M0030,2025-06-22,19,Strength Training,47,Sunday,2025-06,Evening
CI000400,M0030,2025-04-07,16,Gym Floor,55,Monday,2025-04,Afternoon
CI000401,M0030,2025-05-29,8,Zumba,32,Thursday,2025-05,Early Morning
CI000402,M0030,2025-08-17,19,Gym Floor,47,Sunday,2025-08,Evening
CI000403,M0030,2025-06-11,18,HIIT,71,Wednesday,2025-06,Evening
CI000404,M0030,2025-05-01,18,Yoga,23,Thursday,2025-05,Evening
CI000405,M0030,2025-06-04,16,Zumba,82,Wednesday,2025-06,Afternoon
CI000406,M0030,2025-07-26,17,Strength Training,56,Saturday,2025-07,Evening
CI000407,M0030,2025-08-29,8,Strength Training,35,Friday,2025-08,Early Morning
CI000408,M0030,2025-04-06,16,Gym Floor,65,Sunday,2025-04,Afternoon
CI000409,M0030,2025-06-12,12,Cardio,22,Thursday,2025-06,Morning
CI000410,M0031,2025-06-26,17,Pilates,42,Thursday,2025-06,Evening
CI000411,M0031,2025-08-09,21,Gym Floor,89,Saturday,2025-08,Night
CI000412,M0031,2025-04-14,16,Strength Training,52,Monday,2025-04,Afternoon
CI000413,M0031,2025-08-24,18,Gym Floor,63,Sunday,2025-08,Evening
CI000414,M0031,2025-07-01,17,Gym Floor,74,Tuesday,2025-07,Evening
CI000415,M0031,2025-06-09,17,Cardio,59,Monday,2025-06,Evening
CI000416,M0031,2025-05-21,10,Zumba,37,Wednesday,2025-05,Morning
CI000417,M0031,2025-03-06,7,Cardio,32,Thursday,2025-03,Early Morning
CI000418,M0031,2025-08-24,9,Zumba,20,Sunday,2025-08,Early Morning
CI000419,M0031,2025-06-18,8,Spin,49,Wednesday,2025-06,Early Morning
CI000420,M0031,2025-03-25,7,Spin,38,Tuesday,2025-03,Early Morning
CI000421,M0031,2025-06-02,17,Gym Floor,32,Monday,2025-06,Evening
CI000422,M0031,2025-07-19,19,Gym Floor,72,Saturday,2025-07,Evening
CI000423,M0031,2025-08-14,8,Gym Floor,61,Thursday,2025-08,Early Morning
CI000424,M0031,2025-03-31,18,Gym Floor,72,Monday,2025-03,Evening
CI000425,M0031,2025-05-14,18,Gym Floor,65,Wednesday,2025-05,Evening
CI000426,M0031,2025-08-14,6,Gym Floor,54,Thursday,2025-08,Early Morning
CI000427,M0031,2025-08-19,18,CrossFit,58,Tuesday,2025-08,Evening
CI000428,M0032,2025-04-30,8,Gym Floor,76,Wednesday,2025-04,Early Morning
CI000429,M0032,2025-05-09,16,HIIT,33,Friday,2025-05,Afternoon
CI000430,M0032,2025-06-21,17,Pilates,62,Saturday,2025-06,Evening
CI000431,M0032,2025-07-31,18,Gym Floor,69,Thursday,2025-07,Evening
CI000432,M0032,2025-07-17,10,Cardio,39,Thursday,2025-07,Morning
CI000433,M0032,2025-04-21,8,Zumba,45,Monday,2025-04,Early Morning
CI000434,M0032,2025-06-01,9,Gym Floor,52,Sunday,2025-06,Early Morning
CI000435,M0032,2025-07-23,9,Zumba,36,Wednesday,2025-07,Early Morning
CI000436,M0032,2025-03-06,18,Gym Floor,65,Thursday,2025-03,Evening
CI000437,M0032,2025-05-28,18,Yoga,58,Wednesday,2025-05,Evening
CI000438,M0032,2025-03-16,6,CrossFit,46,Sunday,2025-03,Early Morning
CI000439,M0032,2025-05-27,16,Gym Floor,20,Tuesday,2025-05,Afternoon
CI000440,M0032,2025-06-21,16,HIIT,56,Saturday,2025-06,Afternoon
CI000441,M0033,2025-08-02,10,Strength Training,73,Saturday,2025-08,Morning
CI000442,M0033,2025-06-02,11,Gym Floor,48,Monday,2025-06,Morning
CI000443,M0033,2025-03-12,8,Gym Floor,73,Wednesday,2025-03,Early Morning
CI000444,M0033,2025-04-26,20,Yoga,98,Saturday,2025-04,Night
CI000445,M0033,2025-06-29,16,Cardio,68,Sunday,2025-06,Afternoon
CI000446,M0033,2025-04-12,8,Yoga,56,Saturday,2025-04,Early Morning
CI000447,M0033,2025-04-06,6,Pilates,72,Sunday,2025-04,Early Morning
CI000448,M0033,2025-05-18,16,Gym Floor,86,Sunday,2025-05,Afternoon
CI000449,M0033,2025-08-23,16,Gym Floor,67,Saturday,2025-08,Afternoon
CI000450,M0033,2025-04-15,7,Gym Floor,68,Tuesday,2025-04,Early Morning
CI000451,M0033,2025-03-11,10,Gym Floor,78,Tuesday,2025-03,Morning
CI000452,M0033,2025-03-31,18,HIIT,50,Monday,2025-03,Evening
CI000453,M0033,2025-08-31,10,Gym Floor,40,Sunday,2025-08,Morning
CI000454,M0033,2025-07-08,18,Gym Floor,58,Tuesday,2025-07,Evening
CI000455,M0033,2025-08-06,18,Strength Training,70,Wednesday,2025-08,Evening
CI000456,M0033,2025-07-16,8,Gym Floor,51,Wednesday,2025-07,Early Morning
CI000457,M0033,2025-05-10,8,Yoga,45,Saturday,2025-05,Early Morning
CI000458,M0034,2025-04-12,8,HIIT,42,Saturday,2025-04,Early Morning
CI000459,M0035,2025-07-17,17,Strength Training,77,Thursday,2025-07,Evening
CI000460,M0035,2025-07-27,18,Pilates,40,Sunday,2025-07,Evening
CI000461,M0035,2025-07-26,7,Yoga,70,Saturday,2025-07,Early Morning
CI000462,M0035,2025-03-24,19,Gym Floor,61,Monday,2025-03,Evening
CI000463,M0035,2025-03-24,16,Gym Floor,61,Monday,2025-03,Afternoon
CI000464,M0035,2025-08-10,9,Gym Floor,64,Sunday,2025-08,Early Morning
CI000465,M0035,2025-04-23,10,Strength Training,65,Wednesday,2025-04,Morning
CI000466,M0035,2025-07-20,11,CrossFit,44,Sunday,2025-07,Morning
CI000467,M0035,2025-04-01,16,Gym Floor,77,Tuesday,2025-04,Afternoon
CI000468,M0036,2025-07-08,9,Zumba,26,Tuesday,2025-07,Early Morning
CI000469,M0036,2025-04-21,8,Pilates,91,Monday,2025-04,Early Morning
CI000470,M0036,2025-08-15,10,CrossFit,65,Friday,2025-08,Morning
CI000471,M0036,2025-07-28,8,Zumba,40,Monday,2025-07,Early Morning
CI000472,M0036,2025-07-04,8,CrossFit,51,Friday,2025-07,Early Morning
CI000473,M0036,2025-07-07,19,Gym Floor,80,Monday,2025-07,Evening
CI000474,M0036,2025-05-11,7,Gym Floor,61,Sunday,2025-05,Early Morning
CI000475,M0036,2025-03-30,16,Strength Training,51,Sunday,2025-03,Afternoon
CI000476,M0036,2025-07-10,18,Gym Floor,64,Thursday,2025-07,Evening
CI000477,M0036,2025-07-24,19,CrossFit,74,Thursday,2025-07,Evening
CI000478,M0036,2025-07-03,18,Gym Floor,58,Thursday,2025-07,Evening
CI000479,M0036,2025-07-15,6,Gym Floor,26,Tuesday,2025-07,Early Morning
CI000480,M0036,2025-07-28,16,Gym Floor,42,Monday,2025-07,Afternoon
CI000481,M0036,2025-04-25,6,Yoga,41,Friday,2025-04,Early Morning
CI000482,M0037,2025-04-20,17,HIIT,53,Sunday,2025-04,Evening
CI000483,M0037,2025-08-16,17,Gym Floor,98,Saturday,2025-08,Evening
CI000484,M0037,2025-03-08,9,Cardio,62,Saturday,2025-03,Early Morning
CI000485,M0037,2025-04-20,9,Gym Floor,59,Sunday,2025-04,Early Morning
CI000486,M0037,2025-06-14,7,Spin,54,Saturday,2025-06,Early Morning
CI000487,M0037,2025-05-04,17,Cardio,62,Sunday,2025-05,Evening
CI000488,M0037,2025-06-06,11,Cardio,61,Friday,2025-06,Morning
CI000489,M0037,2025-05-04,7,Gym Floor,39,Sunday,2025-05,Early Morning
CI000490,M0037,2025-03-23,9,Yoga,39,Sunday,2025-03,Early Morning
CI000491,M0037,2025-06-06,6,HIIT,65,Friday,2025-06,Early Morning
CI000492,M0037,2025-05-03,18,Gym Floor,20,Saturday,2025-05,Evening
CI000493,M0037,2025-03-10,19,Gym Floor,57,Monday,2025-03,Evening
CI000494,M0037,2025-04-17,16,Cardio,47,Thursday,2025-04,Afternoon
CI000495,M0037,2025-06-08,20,Gym Floor,52,Sunday,2025-06,Night
CI000496,M0037,2025-04-03,21,Gym Floor,88,Thursday,2025-04,Night
CI000497,M0037,2025-05-09,8,CrossFit,66,Friday,2025-05,Early Morning
CI000498,M0037,2025-05-11,20,Spin,35,Sunday,2025-05,Night
CI000499,M0037,2025-08-19,19,Gym Floor,47,Tuesday,2025-08,Evening
CI000500,M0037,2025-07-01,18,Cardio,36,Tuesday,2025-07,Evening
CI000501,M0037,2025-03-21,17,Gym Floor,56,Friday,2025-03,Evening
CI000502,M0037,2025-06-18,8,Cardio,85,Wednesday,2025-06,Early Morning
CI000503,M0037,2025-05-09,6,CrossFit,82,Friday,2025-05,Early Morning
CI000504,M0037,2025-08-26,6,Strength Training,38,Tuesday,2025-08,Early Morning
CI000505,M0037,2025-08-05,21,Gym Floor,31,Tuesday,2025-08,Night
CI000506,M0037,2025-05-28,20,Yoga,44,Wednesday,2025-05,Night
CI000507,M0037,2025-03-23,18,HIIT,64,Sunday,2025-03,Evening
CI000508,M0037,2025-08-10,12,Gym Floor,56,Sunday,2025-08,Morning
CI000509,M0037,2025-08-07,10,Gym Floor,30,Thursday,2025-08,Morning
CI000510,M0037,2025-06-04,16,Gym Floor,49,Wednesday,2025-06,Afternoon
CI000511,M0037,2025-08-12,18,Zumba,75,Tuesday,2025-08,Evening
CI000512,M0037,2025-08-22,20,Spin,57,Friday,2025-08,Night
CI000513,M0037,2025-07-23,7,Spin,20,Wednesday,2025-07,Early Morning
CI000514,M0037,2025-03-20,11,Pilates,81,Thursday,2025-03,Morning
CI000515,M0037,2025-03-31,19,CrossFit,23,Monday,2025-03,Evening
CI000516,M0037,2025-03-19,19,Gym Floor,104,Wednesday,2025-03,Evening
CI000517,M0037,2025-03-03,8,Yoga,70,Monday,2025-03,Early Morning
CI000518,M0037,2025-03-09,16,Spin,43,Sunday,2025-03,Afternoon
CI000519,M0037,2025-07-17,20,Gym Floor,79,Thursday,2025-07,Night
CI000520,M0037,2025-03-04,19,Gym Floor,43,Tuesday,2025-03,Evening
CI000521,M0037,2025-04-16,19,Gym Floor,60,Wednesday,2025-04,Evening
CI000522,M0037,2025-05-07,17,Gym Floor,50,Wednesday,2025-05,Evening
CI000523,M0037,2025-03-04,17,Gym Floor,29,Tuesday,2025-03,Evening
CI000524,M0037,2025-05-16,16,CrossFit,74,Friday,2025-05,Afternoon
CI000525,M0037,2025-06-21,16,Spin,79,Saturday,2025-06,Afternoon
CI000526,M0038,2025-04-27,17,CrossFit,43,Sunday,2025-04,Evening
CI000527,M0038,2025-05-23,6,CrossFit,48,Friday,2025-05,Early Morning
CI000528,M0038,2025-04-16,6,Gym Floor,45,Wednesday,2025-04,Early Morning
CI000529,M0038,2025-04-12,12,Cardio,60,Saturday,2025-04,Morning
CI000530,M0038,2025-04-28,18,Gym Floor,69,Monday,2025-04,Evening
CI000531,M0038,2025-04-18,16,Strength Training,86,Friday,2025-04,Afternoon
CI000532,M0038,2025-06-02,10,Gym Floor,42,Monday,2025-06,Morning
CI000533,M0038,2025-03-15,8,Gym Floor,52,Saturday,2025-03,Early Morning
CI000534,M0038,2025-08-19,12,Gym Floor,43,Tuesday,2025-08,Morning
CI000535,M0038,2025-04-21,18,HIIT,87,Monday,2025-04,Evening
CI000536,M0038,2025-03-25,19,Gym Floor,56,Tuesday,2025-03,Evening
CI000537,M0038,2025-05-26,19,CrossFit,50,Monday,2025-05,Evening
CI000538,M0038,2025-03-14,19,HIIT,52,Friday,2025-03,Evening
CI000539,M0038,2025-05-06,18,Gym Floor,68,Tuesday,2025-05,Evening
CI000540,M0038,2025-06-21,10,Gym Floor,33,Saturday,2025-06,Morning
CI000541,M0038,2025-06-28,10,Spin,60,Saturday,2025-06,Morning
CI000542,M0038,2025-08-12,8,Gym Floor,42,Tuesday,2025-08,Early Morning
CI000543,M0039,2025-07-08,18,CrossFit,51,Tuesday,2025-07,Evening
CI000544,M0039,2025-04-20,19,Cardio,53,Sunday,2025-04,Evening
CI000545,M0039,2025-07-24,20,Gym Floor,52,Thursday,2025-07,Night
CI000546,M0039,2025-08-18,18,Gym Floor,100,Monday,2025-08,Evening
CI000547,M0039,2025-07-30,7,Gym Floor,66,Wednesday,2025-07,Early Morning
CI000548,M0039,2025-06-17,12,Gym Floor,25,Tuesday,2025-06,Morning
CI000549,M0039,2025-07-24,21,Zumba,75,Thursday,2025-07,Night
CI000550,M0039,2025-03-25,16,HIIT,66,Tuesday,2025-03,Afternoon
CI000551,M0039,2025-05-28,18,Gym Floor,47,Wednesday,2025-05,Evening
CI000552,M0039,2025-05-11,19,Strength Training,60,Sunday,2025-05,Evening
CI000553,M0039,2025-03-23,9,CrossFit,43,Sunday,2025-03,Early Morning
CI000554,M0039,2025-03-01,11,Zumba,68,Saturday,2025-03,Morning
CI000555,M0039,2025-05-29,9,Spin,59,Thursday,2025-05,Early Morning
CI000556,M0039,2025-05-22,11,HIIT,37,Thursday,2025-05,Morning
CI000557,M0039,2025-06-07,16,Zumba,42,Saturday,2025-06,Afternoon
CI000558,M0039,2025-06-14,19,Zumba,58,Saturday,2025-06,Evening
CI000559,M0039,2025-06-21,17,CrossFit,48,Saturday,2025-06,Evening
CI000560,M0039,2025-07-02,6,Gym Floor,82,Wednesday,2025-07,Early Morning
CI000561,M0039,2025-03-11,17,Yoga,54,Tuesday,2025-03,Evening
CI000562,M0039,2025-07-06,18,Cardio,58,Sunday,2025-07,Evening
CI000563,M0039,2025-07-16,17,Gym Floor,29,Wednesday,2025-07,Evening
CI000564,M0039,2025-03-31,16,Gym Floor,67,Monday,2025-03,Afternoon
CI000565,M0039,2025-03-10,19,Pilates,50,Monday,2025-03,Evening
CI000566,M0039,2025-04-12,8,CrossFit,51,Saturday,2025-04,Early Morning
CI000567,M0039,2025-05-15,19,HIIT,43,Thursday,2025-05,Evening
CI000568,M0039,2025-06-17,7,CrossFit,61,Tuesday,2025-06,Early Morning
CI000569,M0039,2025-08-26,11,CrossFit,54,Tuesday,2025-08,Morning
CI000570,M0039,2025-06-15,18,Gym Floor,41,Sunday,2025-06,Evening
CI000571,M0039,2025-05-11,18,CrossFit,70,Sunday,2025-05,Evening
CI000572,M0039,2025-04-04,7,Gym Floor,68,Friday,2025-04,Early Morning
CI000573,M0039,2025-08-27,6,Gym Floor,70,Wednesday,2025-08,Early Morning
CI000574,M0039,2025-06-17,6,Strength Training,59,Tuesday,2025-06,Early Morning
CI000575,M0039,2025-08-03,20,Gym Floor,69,Sunday,2025-08,Night
CI000576,M0039,2025-06-15,9,Gym Floor,44,Sunday,2025-06,Early Morning
CI000577,M0039,2025-05-12,17,Gym Floor,86,Monday,2025-05,Evening
CI000578,M0039,2025-08-26,18,CrossFit,33,Tuesday,2025-08,Evening
CI000579,M0039,2025-05-17,8,Spin,45,Saturday,2025-05,Early Morning
CI000580,M0040,2025-06-30,7,Cardio,74,Monday,2025-06,Early Morning
CI000581,M0040,2025-06-28,12,Spin,46,Saturday,2025-06,Morning
CI000582,M0040,2025-04-30,9,Yoga,29,Wednesday,2025-04,Early Morning
CI000583,M0040,2025-05-06,17,Yoga,60,Tuesday,2025-05,Evening
CI000584,M0040,2025-03-27,16,Spin,51,Thursday,2025-03,Afternoon
CI000585,M0040,2025-06-11,19,Spin,52,Wednesday,2025-06,Evening
CI000586,M0040,2025-06-11,16,Yoga,64,Wednesday,2025-06,Afternoon
CI000587,M0040,2025-05-22,8,Zumba,46,Thursday,2025-05,Early Morning
CI000588,M0040,2025-03-23,8,Pilates,81,Sunday,2025-03,Early Morning
CI000589,M0040,2025-08-16,17,Gym Floor,60,Saturday,2025-08,Evening
CI000590,M0040,2025-04-16,20,Strength Training,57,Wednesday,2025-04,Night
CI000591,M0040,2025-07-02,9,Gym Floor,52,Wednesday,2025-07,Early Morning
CI000592,M0040,2025-06-01,18,Strength Training,54,Sunday,2025-06,Evening
CI000593,M0040,2025-03-31,10,Pilates,61,Monday,2025-03,Morning
CI000594,M0040,2025-07-21,20,Gym Floor,70,Monday,2025-07,Night
CI000595,M0040,2025-06-08,16,Pilates,54,Sunday,2025-06,Afternoon
CI000596,M0040,2025-03-26,7,Yoga,42,Wednesday,2025-03,Early Morning
CI000597,M0040,2025-03-01,19,Gym Floor,31,Saturday,2025-03,Evening
CI000598,M0040,2025-05-20,6,CrossFit,84,Tuesday,2025-05,Early Morning
CI000599,M0040,2025-03-21,12,Pilates,48,Friday,2025-03,Morning
CI000600,M0040,2025-04-25,18,Strength Training,77,Friday,2025-04,Evening
CI000601,M0040,2025-06-22,12,HIIT,57,Sunday,2025-06,Morning
CI000602,M0040,2025-05-03,6,HIIT,54,Saturday,2025-05,Early Morning
CI000603,M0040,2025-05-20,9,Yoga,56,Tuesday,2025-05,Early Morning
CI000604,M0040,2025-04-10,16,CrossFit,73,Thursday,2025-04,Afternoon
CI000605,M0040,2025-08-24,20,Gym Floor,48,Sunday,2025-08,Night
CI000606,M0040,2025-05-28,6,Gym Floor,58,Wednesday,2025-05,Early Morning
CI000607,M0040,2025-07-09,7,Spin,29,Wednesday,2025-07,Early Morning
CI000608,M0040,2025-04-30,19,Cardio,71,Wednesday,2025-04,Evening
CI000609,M0040,2025-08-25,19,Cardio,35,Monday,2025-08,Evening
CI000610,M0040,2025-08-17,16,Zumba,49,Sunday,2025-08,Afternoon
CI000611,M0040,2025-07-26,6,Gym Floor,56,Saturday,2025-07,Early Morning
CI000612,M0041,2025-05-27,20,Yoga,49,Tuesday,2025-05,Night
CI000613,M0041,2025-07-04,16,Gym Floor,67,Friday,2025-07,Afternoon
CI000614,M0041,2025-03-12,17,Yoga,39,Wednesday,2025-03,Evening
CI000615,M0041,2025-08-28,7,Gym Floor,55,Thursday,2025-08,Early Morning
CI000616,M0041,2025-08-29,18,Spin,34,Friday,2025-08,Evening
CI000617,M0042,2025-08-05,7,Gym Floor,74,Tuesday,2025-08,Early Morning
CI000618,M0042,2025-03-27,9,Cardio,67,Thursday,2025-03,Early Morning
CI000619,M0042,2025-05-19,17,Cardio,37,Monday,2025-05,Evening
CI000620,M0042,2025-08-01,8,Gym Floor,64,Friday,2025-08,Early Morning
CI000621,M0042,2025-08-03,12,Spin,66,Sunday,2025-08,Morning
CI000622,M0042,2025-05-24,16,Gym Floor,40,Saturday,2025-05,Afternoon
CI000623,M0042,2025-07-22,18,CrossFit,58,Tuesday,2025-07,Evening
CI000624,M0042,2025-04-26,8,Pilates,39,Saturday,2025-04,Early Morning
CI000625,M0042,2025-07-19,17,Spin,82,Saturday,2025-07,Evening
CI000626,M0042,2025-04-30,17,Gym Floor,55,Wednesday,2025-04,Evening
CI000627,M0043,2025-03-31,7,Gym Floor,44,Monday,2025-03,Early Morning
CI000628,M0043,2025-07-06,7,Pilates,24,Sunday,2025-07,Early Morning
CI000629,M0043,2025-04-16,17,Gym Floor,50,Wednesday,2025-04,Evening
CI000630,M0043,2025-07-12,18,Yoga,58,Saturday,2025-07,Evening
CI000631,M0043,2025-06-03,7,Pilates,32,Tuesday,2025-06,Early Morning
CI000632,M0043,2025-08-11,16,Yoga,44,Monday,2025-08,Afternoon
CI000633,M0043,2025-07-23,7,Spin,67,Wednesday,2025-07,Early Morning
CI000634,M0043,2025-03-21,18,Gym Floor,45,Friday,2025-03,Evening
CI000635,M0043,2025-05-06,8,HIIT,36,Tuesday,2025-05,Early Morning
CI000636,M0043,2025-05-07,11,Strength Training,92,Wednesday,2025-05,Morning
CI000637,M0043,2025-08-28,10,Strength Training,37,Thursday,2025-08,Morning
CI000638,M0043,2025-05-03,8,Cardio,67,Saturday,2025-05,Early Morning
CI000639,M0043,2025-03-01,19,Spin,56,Saturday,2025-03,Evening
CI000640,M0043,2025-03-14,18,Gym Floor,57,Friday,2025-03,Evening
CI000641,M0043,2025-08-23,18,Gym Floor,69,Saturday,2025-08,Evening
CI000642,M0044,2025-03-26,12,CrossFit,32,Wednesday,2025-03,Morning
CI000643,M0044,2025-03-11,19,Gym Floor,28,Tuesday,2025-03,Evening
CI000644,M0044,2025-04-30,9,Gym Floor,85,Wednesday,2025-04,Early Morning
CI000645,M0044,2025-03-22,10,Gym Floor,29,Saturday,2025-03,Morning
CI000646,M0044,2025-05-16,19,Gym Floor,28,Friday,2025-05,Evening
CI000647,M0044,2025-04-20,17,Spin,32,Sunday,2025-04,Evening
CI000648,M0044,2025-03-31,16,Spin,35,Monday,2025-03,Afternoon
CI000649,M0044,2025-04-21,18,Zumba,55,Monday,2025-04,Evening
CI000650,M0044,2025-05-26,18,HIIT,54,Monday,2025-05,Evening
CI000651,M0044,2025-05-08,20,Gym Floor,38,Thursday,2025-05,Night
CI000652,M0044,2025-07-24,8,Gym Floor,64,Thursday,2025-07,Early Morning
CI000653,M0044,2025-06-05,19,CrossFit,58,Thursday,2025-06,Evening
CI000654,M0044,2025-08-08,9,Gym Floor,20,Friday,2025-08,Early Morning
CI000655,M0044,2025-06-30,20,Pilates,57,Monday,2025-06,Night
CI000656,M0044,2025-03-20,8,CrossFit,72,Thursday,2025-03,Early Morning
CI000657,M0045,2025-05-21,19,Cardio,69,Wednesday,2025-05,Evening
CI000658,M0045,2025-06-23,18,Gym Floor,67,Monday,2025-06,Evening
CI000659,M0045,2025-03-16,18,Strength Training,37,Sunday,2025-03,Evening
CI000660,M0045,2025-07-19,12,Spin,72,Saturday,2025-07,Morning
CI000661,M0045,2025-07-25,19,Yoga,63,Friday,2025-07,Evening
CI000662,M0045,2025-08-14,8,Gym Floor,70,Thursday,2025-08,Early Morning
CI000663,M0045,2025-03-09,9,Gym Floor,47,Sunday,2025-03,Early Morning
CI000664,M0045,2025-05-09,12,Cardio,80,Friday,2025-05,Morning
CI000665,M0045,2025-06-02,17,HIIT,86,Monday,2025-06,Evening
CI000666,M0045,2025-03-08,16,Yoga,37,Saturday,2025-03,Afternoon
